wid,cleaned_hm,age,gender,marital,parenthood
7562,"Today I got to work with a store manager from another store who I rarely get to see, which was a nice surprise at the end of a long work week. ",23,f,single,n
7564,The week we took our 1 year old to Disney World.,39,f,married,y
7565,My daughter informed me that she was chosen to represent her class at the state science festival.,28,f,married,y
7566,"My niece had a baby girl, very healthy and a very happy baby, judging by all the smiling she does and she's only two weeks old.",60,f,single,y
7568,"Several weeks ago I was able to find out the gender of my first child that is due in August. I was so nervous leading up to the day. Upon finding out that I was having a boy, I was absolutely overjoyed.",23,f,married,n
7569,I saw my children excel in her sport.,40,f,married,y
7570,My son and I met with a friend for an amazing walk/workout yesterday morning. ,34,f,married,y
7571,I got engaged to my fiancee,22,m,single,n
7572,I took a pregnancy test to find that I was not pregnant. I recently had a newborn son and am not quite ready for another one.,23,f,single,y
7573,I had a pretty rough day yesterday but my son taking a nap made me very happy.,38,f,,y
7574,When I was hired in my first job.,25,f,single,n
7576,"I got Master in league of legends and it was the first time I did so, this made me extremely happy as it opened a lot of doors for me online and it also was a goal that came to fruition after a lot of work.",25,m,single,n
7579,A couple weekends ago my sister picked me up on a really nice Sunday and we took our dogs to the dog park. There were a ton of other dogs there and I loved watching them all play and run around together.,32,f,married,n
7580,My boyfriend and I settled on the exact color that we are going to paint our house this summer.,32,f,widowed,y
7582,My dog was very happy to see me when I got home from work yesterday.,32,m,married,n
7583,When a friend stuck up for me with out me asking.  It felt so special to have someone want to be there for me.  I do not feel this kind of support outside my family often and it was amazing to feel this kind of kindness.,32,f,single,y
7585,"I was putting my five month old son to sleep last night an I started humming a lullaby to him, and he stopped eating and looked up at me sweetly and lovingly.",39,f,married,y
7586,I have been working on a design for a marble wall at a university for work. It made me happy one day when one of my coworkers said that the design made the donors so happy that he wanted to personally shake my hand.,36,f,married,n
7587,I managed to wake up before it was noon.,19,m,single,n
7588,My son had his district championship track meet last night. He came in first in all 3 of his events. It makes me so happy and proud to see that all of his hard work paid off. This is was also happy news to share with family.,37,f,married,y
7589,We purchased tickets to see one of my favorite bands in concert this summer.,28,f,single,n
7591,"A feral kitten that I trapped two days ago is eating well, and let me pet him.",60,f,divorced,y
7593,When I bought a brand new truck for the first time in my life.,28,m,single,n
7594,"On Mother's Day, I was able to give my wife gifts that made her happy and that pleased me as well, along with my children calling and visiting her too",64,m,married,y
7595,I went snowboarding and I was able to do run after run in the fresh powder.,28,,single,n
7596,"My cousin and I were freelancers (web developers) for some years, finally a reputable company happened to notice my cousin work, they love it so much they gave him a 5 year contract, with a chance for an extension, to work for them, earning an excellent salary, because of that, I am also apart of my cousin's web development team.  ",40,m,single,n
7598,"After being in the hospital for 3 days, I got to bring my puppy home.",26,f,single,n
7599,I went to a convention with my friends on Saturday,36,f,single,n
7600,Travelling to childs college to watch perform.  Watching the happiness and passion made me so happy.,56,m,divorced,y
7602,An event that made me happy was when I got to see my long distance boyfriend after 2 years.,18,f,single,n
7604,I beat a coworker in a game of darts.  This coworker is one of the best and most difficult people to play against.,36,m,married,y
7606,"Today, I drank a McDonald's coke.",31,m,single,n
7607,I was extremely happy to be able to celebrate my mom's 60th birthday with her in March.,25,f,married,n
7609,"My friend bought me a ticket to see one of my favorite bands, Mastodon because I couldn't afford to go otherwise.",24,m,single,n
7610,"Gave birth to my beautiful daughter. It made me happy because I am passionate about birth and being properly educated in the happiness that can come from birth, especially naturally. ",25,f,married,y
7611,"The birth of two new grandchildren made me extremely happy!
!",68,f,married,y
7613,I found a five dollar bill in the pocket of my jeans. ,27,m,married,y
7614,My daughter told my wife that we were in a special club.,33,m,married,y
7616,I enjoyed going out to eat with my girlfriend.,20,m,single,n
7617,"
Share a few drinks with a friend from the past and tell stories",26,m,single,n
7618,It made me happy when I got on the scale and lost 6 pounds.,37,f,married,y
7619,I excelled at a task at work and was given recognition.,25,m,single,n
7620,"I woke up this morning, I am always happy when I get to live another day on Earth.",20,m,single,n
7621,I spoke with my brother and sister on a conference call.,30,m,married,y
7622,"In the past 24 hours I dod not do too much, but I spent every second with my kids and that made me happy.",28,f,married,y
7623,When I ate hamburger and fries because I was hungry.,31,f,single,n
7624,"I was driving to pick my husband up from work, as I was driving I noticed an old friend of mine walking down the street I stopped and asked if he needed a ride and he said he was only going a couple of blocks further but he said he missed me and wanted to catch up. I drove him to his destination, we caught up a bit and he invited me to his house last night to chill. I haven't seen him in a long time, so that made me happy and I'm still pretty happy about it.",39,m,married,n
7625,I started working for a company in my selected field. I finally was able to purse a career in my field and feel like my degree and hard work was all worth it.,23,f,single,n
7626,"I have been looking for a munchkin kitten, and have recently found a lady who's munchkin cat is pregnant, so I will be able to purchase one soon!",34,f,married,y
7627,I was happy when I finally was able to run a 5k without having to stop and walk part of it.,32,f,married,y
7628,We finally managed to get the kitchen sink unclogged after hours of labor.,32,m,single,n
7629,I got word that I am the top consideration for a job I applied and interviewed for.,23,f,single,n
7630,An event that made me happy in the last 3 months was the day I found out I was pregnant.,26,f,divorced,n
7632,"Today I, someone with only a bachelors degree and less than 2 years of gene editing experience, successfully explained a novel gene editing tool (eSpCas9) to a PhD with ~6 years of experience. I explained it in depth and with an understanding of how all Cas9 systems work that I simply didn't think I had in me, and I did not understand any of it just last week. ",30,f,single,n
7633,Getting together with friends for the first time in a while.,32,f,divorced,y
7634,I bought a new exotic plant from a new nursery in town called The Pachira aquatica. After bringing it home I re planted it into a beautiful blue pottery bowl. ,27,f,married,y
7636,My son saying he loves me,20,f,single,y
7637,"For my birthday, my sister in-law gave me a pillow-pet of a character named Appa, I was extremely happy because I'm a huge fan of the series ""Avatar: The last Airbender"" and really wanted something Appa related!",34,m,married,n
7638,Today is my second year anniversary of marriage!I was happy this morning when i got a few phone calls from family congratuating of our anniversary,28,f,married,y
7641,I watched the latest episode of Silicon Valley that I had recorded on the DVR.,46,m,divorced,y
7642,One day while feeling down and depressed I meet an interesting person who can now be called a friend.,19,m,single,n
7643,I was promoted to my current position as a Financial Analyst. It was a big step-up and a large salary increase.,27,m,single,n
7645,"I was happy when i realized I could pay my car note in the same app as my checking account, since they are both with the same bank now.",36,f,married,y
7646,I was able to get in an apartments with all of my friends.,18,m,single,n
7647,"The biggest event that I can think of that makes me happy are my dogs playing, romping and having a good time just being dogs.",61,f,widowed,y
7648,My girlfriend and a couple of our friends decided to go white water rafting. ,22,m,single,n
7650,I tried a healthy new snack that was really delicious.,38,f,divorced,y
7652,"My partner texted me asking if I wanted to hang out for a bit after they got out of work. So I agreed and picked them up from work. The past few weeks we have hit a rough patch so I was figuring that today wouldn't be any different. When they got to my car, they got it and as soon as the door was shut they leaned over and gave me a kiss. I know it may not seem like much but, when you have hit a rough patch that involves little to no touching of any sort this was great. Then on the drive back to my house they held my hand. I was ecstatic since we haven't held hands while I was driving in months.",20,f,single,n
7654,I traced my ancestry back to Europe.,26,m,married,n
7655,I watched president macron of france walk towards american president trump then at the last moment the french president moved away from trump towards the german chancellor instead. ,24,m,married,n
7656,When I was awarded a promotion and a 7% pay increase at work it made me happy.,38,m,married,y
7657,Going to the Coldplay concert and Chris Martin the lead singer coming into the crowd and touching my arm.,34,f,married,n
7659,One event that made me happy was my son came home with his report card. He has been struggling with school the past year and I hired a tutor. His grades improved significantly.  ,29,f,married,y
7660,I talked with my girlfriend.,23,m,single,n
7661,"I was with my whole immediate family while we were doing yard work together, having drinks and talking, it was very enjoyable.",22,m,single,n
7662,When my son surprised me and made me breakfast it made me very happy.,38,f,married,y
7663,Birth of my daughter.,32,m,married,y
7664,I was happy the day my two year old son told me that his favorite color is blue. ,36,m,married,y
7666,"I train in Muay Thai and yesterday, we had about 10 new people that tried out the beginner's class.  It was the biggest turnout we've ever had and it was really great!",31,f,single,n
7668,I meet with a friend to had a coffee together and she gave me great news about her being pregnant. ,27,f,married,n
7669,The happy moment past 3 months is the day my son got award for excellence in studies,38,f,married,y
7672,I got a new job that is in my field of study and pays much more than my old one.,28,f,single,n
7673,"Welcoming my new pet dog, whose name is Toby.",23,f,single,n
7674,My 4 year old son came up to me and said Mama I know what karma is. He is bad karma is when you do something bad and bad things come back to you and good karma is when you do something good and good things come back to you. I want good karma.,41,f,married,y
7675,"I went on a 7 day vacation to Mexico with my wife and we reconnected after 15 years, this was and is inspiring to me, I still recall it months later and it brights my mood.",43,m,married,y
7676,"I was very happy when my boyfriend bought me all the Catan expansions for my birthday. We stayed up and played all the expansions on Friday night, and invited friends over to play on Saturday. ",26,f,single,n
7678,An event that made me happy recently was when my 4 year old daughter scored 9 goals in her soccer game.,38,m,married,y
7680,I went to a horse show and scored very well with my horse.,37,f,single,n
7681,We had friends visit us yesterday.  Their ten year old girl  cuddled with me (as a father figure) the entire time during a two hour movie.,47,m,married,y
7682,"Getting approval for Medicaid after waiting for 3 years was a big deal for me. I had avoided going to the doctor for months because I could not pay without insurance, but I needed to go...and once I started going to doctors appointments, I have not felt this good in a long time!",35,m,single,n
7683,I have a baby who is almost 3 months old and he recently started smiling and trying to giggle. I talk to him in lots of silly voices to get him to smile and it just melts my heart and makes me so happy. ,26,f,married,y
7684,My taxes deposited in my bank account.,25,f,single,n
7685,I have a vacation with my family in our beach farm.,44,m,married,y
7686,"About a month back, I got a job offer from one of the top companies in my field when they came to campus for recruitment. ",21,m,single,n
7688,"Last week my daughter who is 8 months old, crawled towards the couch where I was sitting, and proceeded to pull herself up into a standing position for the first time! ",25,m,married,y
7689,Going over to my Mom's house and helping her fix the problems she was having on her computer made me happy.,51,f,married,y
7690,I was told at work that I do an exceptional job. ,23,m,single,n
7691,"i woke up and checked my mail and saw that an mturk requester has granded me a bonus of $7 , i dont even remember which hit that is , anyways that made a good start to my day.",20,m,single,n
7692,My best friend sent me a funny video via text message.,36,f,single,n
7693,My fiance and I watched a funny comic on Netflix and cuddled.,25,f,single,n
7694,"I understand more about Java Programming Language. Now I can use the ""libgdx"" framework faster.  ",22,m,single,n
7695,"When I woke up I went to the bathroom and I took a big poop, it made me feel great.",24,m,single,n
7696,I gave one of our sick cats an appetite stimulant pill and it almost immediately helped her regain some strength and starting acting a bit more normal.,48,m,married,n
7697,When i got called for an interview for my current job.,25,m,single,n
7698,Watching Bob's Burgers streaming on Fox.,38,m,married,n
7699,"The day I caught the a fish on the boat I made, lure I made, and rod I made. ",20,m,single,n
7700,Last night my best friend let me rant to her and made me feel so much better about my work day.,27,m,single,n
7701,a few weeks ago my niece celebrated being cancer free after 2 year battle and she is nearly 5 year old. i am so proud of her she has been so brave even this challenge time in her young life. now she has her whole life in front of her ,37,m,married,n
7702,"Yesterday, I finished my last class toward my degree and graduate on Sunday. It made me happy to do this, as I waited 20 years to get an actual degree and I am the first one to graduate college in my family. It allowed me to show that you can be something more than how you grew up.",38,f,single,n
7705,I was very happy the day my application to become a volunteer for a crisis hotline was accepted. ,21,f,single,n
7706,I found $10 in a jacket this morning.,41,f,married,y
7710,"I was on travel for two days and my dogs were alone in house, when i come back they run over me and i caress them a lot, that was pretty funny and i was very happy",28,m,married,y
7711,My daughter snuggled with me for an hour before we got up.,32,f,married,y
7712,"Within the past month, something that has made me happy is a peer that I mentor attributing their success to me. He will be working at Apple full time, and he told me that he would never have gotten into computer science without me introducing and encouraging him.",22,m,single,n
7713,I took the kids to an awesome playground and I was able to alternately relax and play with the kids. ,35,f,married,y
7714,"A woman came up to me last night randomly and complemented me out of the blue, I thought it was very respectable and made me feel happy.",20,m,single,n
7716,I got a call from my top choice graduate school letting me know I was accepted into the program with scholarship. I was not expecting a call from any school at that point in time and was astonished when the people on the other side of the line introduced themselves to me. It really is a life changing phone call. ,24,m,single,n
7717,Attending free comic book day with my boyfriend in costumes to buy new comic books.,30,f,single,n
7719,When i was told i was going to join an exciting fast carreer path training in US.,29,f,single,n
7720,"I spent my lunch break looking for a ring for my girlfriend. It also made me day dream about future events. (wedding, buying a house, kids) ",24,m,single,n
7721,"We went to a Literacy Night event at my son's school. My son was well-behaved; my husband came with me, even though I thought he might not; our son's teacher seemed to be very proud of our son's reading skills, and very happy that we came to the event. She thanked us for coming, and for ""all the other things"" we've done to help the school, which was very nice to hear. My husband even commented, ""I think Mrs. [A] really likes us!"" afterward.",37,f,married,y
7722,I passed an exam.,32,f,married,y
7725,My three year old daughter got through an entire soccer practice without getting into trouble and that made my heart happy.,34,f,married,y
7727,"After working for 8 hours in the sun, I got to go home and relax with my cat.",21,,single,n
7732,I spoke on the phone with my 87 year old Aunt who lives in Wisconsin.  ,56,m,married,n
7733,"Last january 2017 my marriage anniversary celebration. this day  I  have enjoyed the day, i don't forget in our life this event. I am very fun &  colour ful this day.  all the day  this fun continuous i pray the god in all the days.",38,f,married,y
7734,"Drinking a ginger tea , that's all there is , this week hasn't been very exciting or happy , in fact it's been rather tiring and stressful but it's fine , a cup of tea can fix anything.Woke up 5:45, Meditated, cooked a healthy breakfast, worked on things I love, went to the gym, cooked a healthy dinner and slept peacefully.",22,m,single,n
7735,My husband made me a birthday cake with sprinkles.,29,f,married,y
7736,I had a really nice cup of coffee today.,28,m,single,n
7737,I felt happy yesterday when the bumps in the road matched the rhythm of the song I was listening to.,31,f,married,n
7739,"I was happy when I got a $40 tip after finishing a haircut, especially when the average tip is around $3!",41,f,married,y
7742,"I met this girl from New Zealand who seemed to share all the same likes and dislikes as me. Most of all, we shared a deep love for music and coincidentally, the same genre of music. Other than that, we both had similar backgrounds and we could relate on a lot of things. She's also from another country so I enjoyed learning new things about her culture and people. Oh and she's really gorgeous. ",28,m,single,n
7743,I worked out for an hour.,42,f,single,n
7745,my supervisor told me I had tomorrow off.,31,m,single,n
7747,Yesterday we celebrated our friend's birthday and went to a nice place for dinner and had a lot of fun and got a bit drunk.,23,m,single,n
7748,"I had a big final for Physics in University, a course where I struggled a lot in, that I managed to barely pass which also meant I barely passed the course itself.",24,m,single,n
7749,Two months ago I received a text from my wife that showed a positive pregnancy test. ,31,m,married,n
7750,I went to the beach and played catch with my dog in the sand.,27,m,single,n
7751,"Going to Pittsburgh, Pennsylvania with my family for a Steelers fan blitz.",42,f,single,y
7752,I was very happy when I adopted a new dog. ,24,m,single,n
7753,My 15 year old daughter was accepted to college to study Criminal Justice.,35,f,separated,y
7754,"I was bass fishing with my friend, I caught a 6.8 pound Largemouth Bass.",22,m,single,n
7755,My significant other got a more satisfying and higher paying job.,28,f,single,n
7756,I received a head rub from a friend.,46,f,single,n
7757,I visited my daughter's class and helped out during their Valentine's Day party.,32,m,married,y
7758,"This morning, I received a phone call from my fiance. He is currently on a business trip and I haven't talked to him in several days. He called just to check up on me and told me he missed me. This simple phone call made my day.",27,f,single,n
7759,"One of my toddlers fell off the swing in the backyard 3 days ago, and my other toddler went up to them and hugged them to comfort them and tried to help calm them down.",31,m,married,y
7760,When i was finally able to find a stay at home job that was flexible to where I could still be home for my kids. It gave me a sense of independence again. Something I haven't felt like I've hadn't in a long time. The first time i bought my husband a gift with my own money made my life.,34,f,married,y
7761,Today was a nice warm day. I was able to hang out outside and enjoy the day. ,29,m,single,n
7764,"My boyfriend came over, and my dog was really happy to see him.",24,f,single,n
7765,Seeing a photo of my grand daughter smiling and sitting up for the first time,60,m,married,y
7766,Yesterday I played baseball with lots of friends. It made me very happy when I hit a 3 RBI triple. I stayed happy for about 60 minutes then forgot about it. ,23,m,married,n
7767,"Just this weekend I was at a birthday party for a friend, and during the party said friend was apparently telling several of his guests how great I was. I didn't hear about it until after the fact, but I was (and still am!) super flattered.  It made me happy he apparently not only thinks highly of me, but also that wanted to share that with other people.  Super fuzzy moment.  ",25,f,single,n
7768,The day i figure out my brother is have a baby.,35,f,married,y
7769,The event that made me happy within the last 24 hours had to do with my children who were suppose to change schools but at the last minute we decided not to move and their class when I brought them to school today ran to hug them because they didn't leave.,31,f,single,y
7770,My dog greeting me at the door when I arrived home made me happy.,37,m,single,n
7771,My wife prepared my favorite curry dish for lunch yesterday.,68,m,married,y
7778,I flew home to surprise my dad at the surprise birthday party my sister threw for him. He was very surprised and I think very happy to know how much we loved and appreciated and how useful his 70 years of life had been.,35,f,single,n
7779,When i went to visit my boyfriend at work last night. ,53,f,divorced,y
7780,My girlfriend picked me up at the train station after work so I wouldn't have to walk home.,22,m,single,n
7781,"This morning, around 10:20 am, I was talking with my girlfriend. Prior to that, I had been pissed off by some shit that my boss was doing and I didn't want to deal with him. So my girlfriend and I were texting and it helped take the stress away. Then towards the end of the conversation she called me her ""knight in shining armor"" and that genuinely made me happy because it was so innocent and positive in contrast to the hardships that I was going through with my boss. It made me smile and helped me put up with my boss today.",21,m,single,n
7783,My 2 year old son finally started talking. ,40,f,married,y
7784,I took my dog to the park and gave her extra treats because it was her birthday.,38,f,married,n
7785,We are waiting for our baby for long time. We have taken a pregnancy test and it showed positive. I felt too happy from yesterday morning. No words to describe it.,29,f,married,n
7786,Watching the animated film The Hobbit made me happy.,26,o,single,y
7787,A phone call from my mom was a bright spot in my day yesterday.,32,f,married,y
7789,I got a promotion at work.,34,f,married,n
7790,My sister came up to my side of town and we had an amazing time for the whole weekend.,22,f,single,n
7792,The happiest moment of my life happened within the last 3 months.  My first grandchild was born.,48,f,married,y
7793,"When I go to bed with my girlfriend, I enjoy cuddling close to her and smelling her hair.",28,m,single,n
7794,My daughter (3 month old) laughed at me while I made funny faces.,31,m,single,y
7796,"The event that heightened my happiness occurred last month when my best friend invited me for a day out, including lunch, manicure, and shopping; her treat.",60,f,married,n
7798,"At church yesterday morning, singing in the choir, surrounded by friends and creating beautiful music.",29,f,single,n
7799,I had a guest tell me that I am an excellent tour guide at work.,26,m,married,n
7800,I was happy this past Sunday because for the first time in a long time my husband came to church with me and our son. ,36,f,married,y
7801,I got to see my best friend for the first time in over a year this last weekend.,29,m,single,n
7802,it made me happy to see my baby boy walking for the first time ,32,f,married,y
7804,"Yesterday my fiancA(c) ordered us Chinese food when I got home from work, and I was so happy when it arrived.  It was delicious General Tso's Chicken and we watched a Netflix show together, which is a definite combination for happiness.",27,m,single,n
7805,"While hiking, I ran into a friend I haven't seen in years at a point where I was happy to see anyone - but especially her.",48,m,single,n
7806,I had the day off from work yesterday.,42,m,married,n
7807,In event that made me happy in the past month is when I received news that my cousins cancer was all surgically removed and she is in remission.,20,f,single,n
7808,I was able to spend the whole day with my husband.,26,f,married,n
7809,last month i spend my time travelling to three famous temples which made me  happy,45,m,married,y
7810,My boyfriend surprised me after work by stopping by my house just to give me a hug. ,35,f,divorced,n
7812,I was recently interviewed to change job positions and the interview went really well!,31,m,divorced,n
7813,"I attended Yoda meditation class that make tremendous change in the way I see things in my Life.
I feel peaceful and Happy each and every moment.
I totally forgot what is Anger at all.",40,m,married,y
7816,I am totally happy for my best friends who make me special for them.,26,f,single,n
7818,"A very dear friend who was dealing with major depression in the past came out of it,with my help,and is now stabilised emotionally and professionally.",36,f,married,y
7820,My coffee this morning was especially good and it made me very happy.,29,f,married,y
7821,"I decided to save up for a PlayStation 4 and at the end of February I managed to save up enough just in time to play 2 games I've been looking forward to. I had to delay gratification for several months, but to moment of achievement was well worth it.",35,m,single,n
7823,My fiance and I finished assembling and sealing our wedding invitations.,25,f,single,n
7827,My husband and I watched MST3K on Netflix after work.,35,f,married,n
7828,"I got some money for my birthday, which I plan to use to fund a trip to visit my girlfriend.",24,m,single,n
7830,I learnt that my girlfriend got accepted in an art school,26,m,single,n
7831,"I took pictures with my friend for his graduation. I was with people I loved, feeling happy for my friend, and we were taking great pictures.",21,f,single,n
7832,"About two months ago, I rescued a dachshund named Stella. ",55,f,married,y
7835,Breaking $100 after my first week on mechanical turk made me very happy and satisfied to be doing something productive instead of wasting time. THANK YOU!,42,m,single,y
7837,My family from another state came to visit me.,26,f,married,n
7838,I got to hear my baby's heartbeat for the first time.,25,f,married,n
7839,It made me happy that my husband took off work to meet me for lunch yesterday. ,48,f,married,y
7840,"I took my oldest son to his first concert, we saw an Irish punk band. He's 4 years old and absolutely loved it, and all the people were extremely supportive at the show. He even got to meet several band members and got drum sticks to take home.",31,f,married,y
7841,"I have expanded my relationship with my daughter to a whole new level. While we have always been close some circumstances in my life (loss of job) have given me the opportunity to open up about my feelings and in turn she has been more ""sharing and open"" with me. ",64,f,divorced,y
7843,I got a free drink at a bar.,24,m,single,n
7845,Last day I got my new brand car.,35,m,married,y
7846,"Outside my window, I saw three chipmunks come out of a hole in the ground, and chase each other.",34,f,married,n
7847,An event that made me happy was going to my friend's graduation party.,24,m,single,n
7849,My 9 month old son kept hiding his face underneath a blanket and laughing when he pulled it down.,35,m,married,y
7850,"I tried a new brand of iced tea this morning and really enjoyed the flavor of it, despite being disappointed by a few recent attempts at trying new iced tea brands.",34,m,single,n
7851,"One recent event that made me happy, is when my boyfriend finally found a really good job. We had been struggling for months, and this just took so much stress off of my shoulders. I was also happy because this opened up new possibilities for us, such as being able to afford real groceries and now we are even looking for a better neighborhood to move to.",22,f,single,n
7852,My mom made the family lamb gyro for dinner.,19,m,single,n
7853,"It started as a way to give back to the community, but the more I invested time into writing the gaming guide, I felt I had did something nobody else had ever did before. ",26,f,single,n
7857,"Although the amount of warfare and deaths by human hands are reducing globally, you will not get that message watching televised news or reading the newspaper.
On the contrary, these media outlets have an agenda. Their goal is to appeal to your fears by inflating extreme cases -- making them seem normal and commonplace. If they didn't do so, their viewership would plummet. Which is why Peter Diamandis, one of the world's experts on entrepreneurship and the future of innovation has said, ""I've stopped watching TV news. They couldn't pay me enough money.""",26,f,married,y
7858,I found several quarters on the ground at the car wash,38,m,divorced,y
7859,I had a much needed girl's day out.,31,f,married,y
7860,"About two months ago, my wife told me that she is pregnant with our first child, and she showed me the sonogram image.",44,m,married,n
7862,I set up a trampoline for my daughters all by myself without much help and they jumped on it for hours.  ,37,f,married,y
7863,Yesterday I got a free sandwich for lunch from a vendor I know.,22,m,single,n
7864,"Friend and his family held a cookout for a bunch of people that had good music, good food, and lots of laughs.",22,m,single,n
7865,I saw my cat sleeping for the first time on a bed I just bought for her this past weekend.,46,f,divorced,n
7866,My entire family met in Palm Springs for my father's 80th birthday,53,f,married,y
7868,"Last night, for the first time, I took and completed a course to become certified in CPR, the use of an AED and the use of an EpiPen.",30,m,single,n
7871,"My newborn got pink eye and her five year old brother, when told he could not touch her and she was not feeling well, danced for her in front of her bouncy chair, which made her coo with glee when she had been miserable and keeping me up for days.",34,f,married,y
7873,This month what made me happy was sitting down and making a plan to get out of debt.,26,f,married,n
7876,I got to ride my bike in some very nice weather after a number of crappy days.,35,m,single,y
7877,Yesterday was the day that I graduated from my 120 day outpatient drug treatment  program!,45,f,married,y
7880,It makes me happy to hear my sons laugh together in the living room.,60,f,single,y
7881,"I learned how to divide flowers I had planted several years ago, thus reducing the number that I would have otherwise had to buy to plant this year.",49,f,married,y
7882,"I was able to help my nephew with his school work. He has been struggling for awhile to do hi homework. Yesterday was the first day in a month he was able to get it done with in an hour. That really made my day
",36,m,married,y
7883,A happy moment for me in the past 3 months was when my newborn daughter was born 5 weeks ago.,25,m,married,y
7884,My brother introduced me to a new church.,18,f,single,n
7885,My 2-year-old gave me big smoochy kisses on my cheeks.,40,f,married,y
7886,My favorite brand  of coffee creamer was on sale.,45,f,single,y
7887,I was working a seasonal job and was asked to come back for a full time position.,26,f,single,y
7888,I got a girlfriend. She is amazing and I was very lucky. ,21,m,single,n
7889,"Being outside in the gorgeous, cloudless blue sky day and feeling the cool breeze on my face. ",37,f,married,y
7890,"My girlfriend suggested we'd go hit a bar, adn we haven't been there for a long time and I really like the atmosphere there.",26,m,single,n
7892,a very happy moment was like 3 months ago when my country's national football team sub 20 obtained the pass to the word cup.,57,m,single,y
7893,My husband and I had a dinner date together at our favorite local Mexican food restaurant.,26,f,married,n
7894,My mother came and spent the night at our house.,27,f,married,y
7895,"I went to volunteer today at the American cancer Society, Honolulu and I was very happy to meet a breast cancer survivor. ",40,f,married,y
7897,"An event that made me happy in the past 24 hours was finishing up Final Fantasy XV, which is the quickest time I've ever finished a final fantasy game in 70hrs because I usually drop the games and come back years later to finish them.",22,f,single,n
7898,My significant other did my laundry and put it away for me. ,32,f,single,n
7899,The weather was starting to feel like spring today.,23,f,single,n
7900,I felt very happy last month because my daughter's first birthday was celebrated on first week of last month.,26,m,married,y
7902,Last week I talked with my grandmother who I had not talked for few months.,41,f,married,y
7904,My mom sent me a picture of my little brother receiving an award at school.,25,f,single,n
7906,"Yesterday, my husband and I cleaned out his shop. It was a total mess, and he wasn't able to find anything. We cleaned it out entirely and organized it for him. ",46,f,married,y
7909,"I went on a peaceful train ride to chilis and ate lunch with my boyfriend we held hands and took a walk together.  It was simple but fun.  I enjoyed myself, we did not argue we just enjoyed the day.",49,f,single,y
7910,"When I went to work a few weeks ago and all of my favorite people were there.  They are all younger than me, but they all treat me like I'm their mom away from home.  They were all happy that I was there and it made me feel good.",46,f,married,y
7911,I woke up to my boyfriend and realized how happy he makes me and then he turned around and kissed me good morning.,24,f,single,y
7913,"I received post from a long time friend who i had not herd from in a long time, which made me happy",57,m,single,n
7914,I got the keys to my new college house. I am excited to live with my friends.,20,m,single,n
7915,The day we went to the zoo for my daughter's second birthday.,28,f,married,y
7917,I was happy when I discussed my income with my financial advisor and found out I was on track for saving money.,24,m,single,n
7918,My wife and I found out that we are pregnant!,34,m,married,y
7920,I was very happy when I saw my son and daughter perform in a school play.,36,f,married,y
7921,I got engaged on Valentine's Day.,24,f,single,n
7923,My cats curled up with me when I went to sleep last night.,38,f,divorced,n
7926,yesterday I got to look at the Buffalo Bills 2017 season schedule. I was in a jubilant mood after that. I feels as if it's a easy schedule and they will make the playoffs this year.,39,m,single,y
7927,I was offered a promotion from my boss.,24,m,single,n
7929,"My boss allowed me to leave work early, while still getting paid for a full day.",25,f,single,n
7930,"One event that made me happy was when I went on a bike ride with my mom and sister. The weather hadn't been nice so I hadn't been able to get out much with them in a while. It was a nice day so I enjoyed that, and I enjoyed being able to get out with them and spend time with them.",20,m,single,n
7931,"I was accused of some very hurtful things at work the day before and did not know how to handle the situation. I talked with two co-workers who assured me that I was a very good person, hard working and take pride in my job. They encouraged me to talk with my boss about the situation. ",49,f,married,y
7932,I bought my first new car.,51,f,divorced,y
7936,My husband and I applied for a mortgage and got approved.,40,f,married,y
7937,I found out that debt collectors have no power to collect money for me and any attempt to collect a debt from me is illegal,25,f,single,n
7938,I found twenty dollars on the sidewalk.,33,f,married,y
7939,"I went to the zoo with a good friend and her son, and had a wonderful time. ",37,f,single,n
7940,"Last week, my karaoke team won against a competing team at our karaoke league night. The theme was duets, and we did three different songs. This was the second week in a row that we had won, and it made me feel proud of our team and excited to keep the winning streak going.",25,f,single,n
7942,Going to my small group at church today made me extremely happy. It is so nice to get out and see my friends. I enjoy connecting with women and getting some adult conversation time in. ,29,f,married,y
7944,When I returned home from work and I got to see my dog wagging his tail and coming in my direction to greet me.,24,m,single,n
7947,i quit taking opiates completely.,25,m,single,n
7948,I received a thank-you note from a wedding shower I attended.,25,f,single,n
7950,An event that made me happy in the past 3 months is when me boyfriend and I made an offer on a house we really like.,23,f,single,y
7951,"I was happy when my friend agreed to watch the ncaa final four last night. We went to a bar, got food and watched tge game. This made me happy.",31,m,single,n
7952,"My girlfriend went out of her way to pick me up from school, so I didn't have to take the bus when I was feeling sick.",25,f,single,n
7954,"It made me happy to find out the score of my test. I was worried that I had not done all that well, but as it turns out I did fairly well as compared to my peers. Receiving this information made me feel happy and proud of myself. ",29,f,married,y
7956,When I woke up this morning I was happy when I discovered that my husband left me more than one half of a pack of cigarettes on our coffee table before he went to work (as unhealthy as they are).,45,f,married,y
7957,I went to California to for the first time in my life!,28,f,married,n
7958,I sang at an anniversary party for an online virtual world.  The theme was Woodstock and I did a set based off of hope and peace that was very well received.,57,f,divorced,y
7959,"In the past 3 months, the event that made me the happiest was the birth of my daughter.",29,f,married,y
